121181743, "",R09,2021-01-12,112.93,57510B300432172, "",ANNAKAY  IMAMURA
263191387, "",R16,2021-01-12,158.64,57510B300432223, "",micchael  McGraw
063106734, "",R16,2021-01-12,153.22,57510B300432150, "",ANASTACIO  PECHT
